Year,BuildingType,Target,BuildingTypeShorthand,Unit,ConstructionMethod
2027,Retail - warehouse,94.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2028,Retail - warehouse,90.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2029,Retail - warehouse,87.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2030,Retail - warehouse,84.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2031,Retail - warehouse,80.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2032,Retail - warehouse,77.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2033,Retail - warehouse,74.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2034,Retail - warehouse,70.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2035,Retail - warehouse,67.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2036,Retail - warehouse,64.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2037,Retail - warehouse,60.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2038,Retail - warehouse,57.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2039,Retail - warehouse,54.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2040,Retail - warehouse,50.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2050,Retail - warehouse,50.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2025,School - Early years,90.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2026,School - Early years,89.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2027,School - Early years,88.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2028,School - Early years,86.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2029,School - Early years,85.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2030,School - Early years,84.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2031,School - Early years,82.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2032,School - Early years,81.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2033,School - Early years,80.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2034,School - Early years,78.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2035,School - Early years,77.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2036,School - Early years,76.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2037,School - Early years,74.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2038,School - Early years,73.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2039,School - Early years,72.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2040,School - Early years,70.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2050,School - Early years,70.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2025,School - Primary,85.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2026,School - Primary,84.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2027,School - Primary,83.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2028,School - Primary,81.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2029,School - Primary,80.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2030,School - Primary,79.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2031,School - Primary,77.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2032,School - Primary,76.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2033,School - Primary,75.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2034,School - Primary,73.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2035,School - Primary,72.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2036,School - Primary,71.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2037,School - Primary,69.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2038,School - Primary,68.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2039,School - Primary,67.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2040,School - Primary,65.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2050,School - Primary,65.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2025,School - Secondary or SEN,95.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2026,School - Secondary or SEN,94.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2027,School - Secondary or SEN,92.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2028,School - Secondary or SEN,90.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2029,School - Secondary or SEN,89.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2030,School - Secondary or SEN,87.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2031,School - Secondary or SEN,85.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2032,School - Secondary or SEN,84.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2033,School - Secondary or SEN,82.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2034,School - Secondary or SEN,80.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2035,School - Secondary or SEN,79.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2036,School - Secondary or SEN,77.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2037,School - Secondary or SEN,75.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2038,School - Secondary or SEN,74.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2039,School - Secondary or SEN,72.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2040,School - Secondary or SEN,70.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2050,School - Secondary or SEN,70.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2025,Science and Technology,360.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2026,Science and Technology,351.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2027,Science and Technology,341.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2028,Science and Technology,331.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2029,Science and Technology,322.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2030,Science and Technology,312.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2031,Science and Technology,302.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2032,Science and Technology,293.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2033,Science and Technology,283.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2034,Science and Technology,273.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2035,Science and Technology,264.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2036,Science and Technology,254.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2037,Science and Technology,244.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2038,Science and Technology,235.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2039,Science and Technology,225.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2040,Science and Technology,215.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2050,Science and Technology,215.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2025,Sport & Leisure - Dry,210.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2026,Sport & Leisure - Dry,206.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2027,Sport & Leisure - Dry,202.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2028,Sport & Leisure - Dry,198.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2029,Sport & Leisure - Dry,194.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2030,Sport & Leisure - Dry,190.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2031,Sport & Leisure - Dry,186.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2032,Sport & Leisure - Dry,182.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2033,Sport & Leisure - Dry,178.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2034,Sport & Leisure - Dry,174.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2035,Sport & Leisure - Dry,170.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2036,Sport & Leisure - Dry,166.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2037,Sport & Leisure - Dry,162.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2038,Sport & Leisure - Dry,158.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2039,Sport & Leisure - Dry,154.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2040,Sport & Leisure - Dry,150.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2050,Sport & Leisure - Dry,150.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2025,Sport & Leisure - Wet,500.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2026,Sport & Leisure - Wet,490.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2027,Sport & Leisure - Wet,480.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2028,Sport & Leisure - Wet,470.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2029,Sport & Leisure - Wet,460.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2030,Sport & Leisure - Wet,450.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2031,Sport & Leisure - Wet,440.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2032,Sport & Leisure - Wet,430.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2033,Sport & Leisure - Wet,420.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2034,Sport & Leisure - Wet,410.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2035,Sport & Leisure - Wet,400.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2036,Sport & Leisure - Wet,390.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2037,Sport & Leisure - Wet,380.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2038,Sport & Leisure - Wet,370.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2039,Sport & Leisure - Wet,360.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2040,Sport & Leisure - Wet,350.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2050,Sport & Leisure - Wet,350.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2025,Sport & Leisure - Fitness,280.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2026,Sport & Leisure - Fitness,275.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2027,Sport & Leisure - Fitness,270.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2028,Sport & Leisure - Fitness,264.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2029,Sport & Leisure - Fitness,259.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2030,Sport & Leisure - Fitness,254.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2031,Sport & Leisure - Fitness,248.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2032,Sport & Leisure - Fitness,243.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2033,Sport & Leisure - Fitness,238.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2034,Sport & Leisure - Fitness,232.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2035,Sport & Leisure - Fitness,227.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2036,Sport & Leisure - Fitness,222.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2037,Sport & Leisure - Fitness,216.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2038,Sport & Leisure - Fitness,211.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2039,Sport & Leisure - Fitness,206.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2040,Sport & Leisure - Fitness,200.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2050,Sport & Leisure - Fitness,200.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2025,Storage & Distribution - Unconditioned,35.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-in-one-go
2026,Storage & Distribution - Unconditioned,34.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-in-one-go
2027,Storage & Distribution - Unconditioned,33.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-in-one-go
2028,Storage & Distribution - Unconditioned,32.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-in-one-go
2029,Storage & Distribution - Unconditioned,31.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-in-one-go
2030,Storage & Distribution - Unconditioned,30.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-in-one-go
2031,Storage & Distribution - Unconditioned,29.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-in-one-go
2032,Storage & Distribution - Unconditioned,28.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-in-one-go
2033,Storage & Distribution - Unconditioned,27.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-in-one-go
2034,Storage & Distribution - Unconditioned,26.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-in-one-go
2035,Storage & Distribution - Unconditioned,25.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-in-one-go
2036,Storage & Distribution - Unconditioned,24.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-in-one-go
2037,Storage & Distribution - Unconditioned,23.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-in-one-go
2038,Storage & Distribution - Unconditioned,22.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-in-one-go
2039,Storage & Distribution - Unconditioned,21.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-in-one-go
2040,Storage & Distribution - Unconditioned,20.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-in-one-go
2050,Storage & Distribution - Unconditioned,20.0,Store & Dist Uncond.,kWh/m²GIA/yr,retrofit-in-one-go
2025,Storage & Distribution - Conditioned,100.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-in-one-go
2026,Storage & Distribution - Conditioned,97.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-in-one-go
2027,Storage & Distribution - Conditioned,94.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-in-one-go
2028,Storage & Distribution - Conditioned,90.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-in-one-go
2029,Storage & Distribution - Conditioned,87.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-in-one-go
2030,Storage & Distribution - Conditioned,84.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-in-one-go
2031,Storage & Distribution - Conditioned,80.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-in-one-go
2032,Storage & Distribution - Conditioned,77.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-in-one-go
2033,Storage & Distribution - Conditioned,74.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-in-one-go
2034,Storage & Distribution - Conditioned,70.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-in-one-go
2035,Storage & Distribution - Conditioned,67.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-in-one-go
2036,Storage & Distribution - Conditioned,64.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-in-one-go
2037,Storage & Distribution - Conditioned,60.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-in-one-go
2038,Storage & Distribution - Conditioned,57.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-in-one-go
2039,Storage & Distribution - Conditioned,54.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-in-one-go
2040,Storage & Distribution - Conditioned,50.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-in-one-go
2050,Storage & Distribution - Conditioned,50.0,Store & Dist Cond.,kWh/m²GIA/yr,retrofit-in-one-go
2025,Storage & Distribution - Cold Store,230.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-in-one-go
2026,Storage & Distribution - Cold Store,221.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-in-one-go
2027,Storage & Distribution - Cold Store,211.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-in-one-go
2028,Storage & Distribution - Cold Store,201.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-in-one-go
2029,Storage & Distribution - Cold Store,192.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-in-one-go
2030,Storage & Distribution - Cold Store,182.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-in-one-go
2031,Storage & Distribution - Cold Store,172.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-in-one-go
2032,Storage & Distribution - Cold Store,163.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-in-one-go
2033,Storage & Distribution - Cold Store,153.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-in-one-go
2034,Storage & Distribution - Cold Store,143.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-in-one-go
2035,Storage & Distribution - Cold Store,134.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-in-one-go
2036,Storage & Distribution - Cold Store,124.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-in-one-go
2037,Storage & Distribution - Cold Store,114.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-in-one-go
2038,Storage & Distribution - Cold Store,105.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-in-one-go
2039,Storage & Distribution - Cold Store,95.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-in-one-go
2040,Storage & Distribution - Cold Store,85.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-in-one-go
2050,Storage & Distribution - Cold Store,85.0,Store & Dist Cold,kWh/m²GIA/yr,retrofit-in-one-go
2025,Commercial Resi - Student Residential,135.0,Stud. Resi.,kWh/m²GIA/yr,retrofit-stepped
2026,Commercial Resi - Student Residential,131.0,Stud. Resi.,kWh/m²GIA/yr,retrofit-stepped
2027,Commercial Resi - Student Residential,127.0,Stud. Resi.,kWh/m²GIA/yr,retrofit-stepped
2028,Commercial Resi - Student Residential,123.0,Stud. Resi.,kWh/m²GIA/yr,retrofit-stepped
2029,Commercial Resi - Student Residential,119.0,Stud. Resi.,kWh/m²GIA/yr,retrofit-stepped
2030,Commercial Resi - Student Residential,115.0,Stud. Resi.,kWh/m²GIA/yr,retrofit-stepped
2031,Commercial Resi - Student Residential,111.0,Stud. Resi.,kWh/m²GIA/yr,retrofit-stepped
2032,Commercial Resi - Student Residential,107.0,Stud. Resi.,kWh/m²GIA/yr,retrofit-stepped
2033,Commercial Resi - Student Residential,103.0,Stud. Resi.,kWh/m²GIA/yr,retrofit-stepped
2034,Commercial Resi - Student Residential,99.0,Stud. Resi.,kWh/m²GIA/yr,retrofit-stepped
2035,Commercial Resi - Student Residential,95.0,Stud. Resi.,kWh/m²GIA/yr,retrofit-stepped
2036,Commercial Resi - Student Residential,91.0,Stud. Resi.,kWh/m²GIA/yr,retrofit-stepped
2037,Commercial Resi - Student Residential,87.0,Stud. Resi.,kWh/m²GIA/yr,retrofit-stepped
2038,Commercial Resi - Student Residential,83.0,Stud. Resi.,kWh/m²GIA/yr,retrofit-stepped
2039,Commercial Resi - Student Residential,79.0,Stud. Resi.,kWh/m²GIA/yr,retrofit-stepped
2040,Commercial Resi - Student Residential,75.0,Stud. Resi.,kWh/m²GIA/yr,retrofit-stepped
2050,Commercial Resi - Student Residential,75.0,Stud. Resi.,kWh/m²GIA/yr,retrofit-stepped
2025,Commercial Resi - Care Home,290.0,Care Home,kWh/m²GIA/yr,retrofit-stepped
2026,Commercial Resi - Care Home,281.0,Care Home,kWh/m²GIA/yr,retrofit-stepped
2027,Commercial Resi - Care Home,272.0,Care Home,kWh/m²GIA/yr,retrofit-stepped
2028,Commercial Resi - Care Home,262.0,Care Home,kWh/m²GIA/yr,retrofit-stepped
2029,Commercial Resi - Care Home,253.0,Care Home,kWh/m²GIA/yr,retrofit-stepped
2030,Commercial Resi - Care Home,244.0,Care Home,kWh/m²GIA/yr,retrofit-stepped
2031,Commercial Resi - Care Home,234.0,Care Home,kWh/m²GIA/yr,retrofit-stepped
2032,Commercial Resi - Care Home,225.0,Care Home,kWh/m²GIA/yr,retrofit-stepped
2033,Commercial Resi - Care Home,216.0,Care Home,kWh/m²GIA/yr,retrofit-stepped
2034,Commercial Resi - Care Home,206.0,Care Home,kWh/m²GIA/yr,retrofit-stepped
2035,Commercial Resi - Care Home,197.0,Care Home,kWh/m²GIA/yr,retrofit-stepped
2036,Commercial Resi - Care Home,188.0,Care Home,kWh/m²GIA/yr,retrofit-stepped
2037,Commercial Resi - Care Home,178.0,Care Home,kWh/m²GIA/yr,retrofit-stepped
2038,Commercial Resi - Care Home,169.0,Care Home,kWh/m²GIA/yr,retrofit-stepped
2039,Commercial Resi - Care Home,160.0,Care Home,kWh/m²GIA/yr,retrofit-stepped
2040,Commercial Resi - Care Home,150.0,Care Home,kWh/m²GIA/yr,retrofit-stepped
2050,Commercial Resi - Care Home,150.0,Care Home,kWh/m²GIA/yr,retrofit-stepped
2025,Culture & Enterainment - Performance,165.0,C&E Perfor.,kWh/m²GIA/yr,retrofit-stepped
2026,Culture & Enterainment - Performance,160.0,C&E Perfor.,kWh/m²GIA/yr,retrofit-stepped
2027,Culture & Enterainment - Performance,155.0,C&E Perfor.,kWh/m²GIA/yr,retrofit-stepped
2028,Culture & Enterainment - Performance,150.0,C&E Perfor.,kWh/m²GIA/yr,retrofit-stepped
2029,Culture & Enterainment - Performance,145.0,C&E Perfor.,kWh/m²GIA/yr,retrofit-stepped
2030,Culture & Enterainment - Performance,140.0,C&E Perfor.,kWh/m²GIA/yr,retrofit-stepped
2031,Culture & Enterainment - Performance,135.0,C&E Perfor.,kWh/m²GIA/yr,retrofit-stepped
2032,Culture & Enterainment - Performance,130.0,C&E Perfor.,kWh/m²GIA/yr,retrofit-stepped
2033,Culture & Enterainment - Performance,125.0,C&E Perfor.,kWh/m²GIA/yr,retrofit-stepped
2034,Culture & Enterainment - Performance,120.0,C&E Perfor.,kWh/m²GIA/yr,retrofit-stepped
2035,Culture & Enterainment - Performance,115.0,C&E Perfor.,kWh/m²GIA/yr,retrofit-stepped
2036,Culture & Enterainment - Performance,110.0,C&E Perfor.,kWh/m²GIA/yr,retrofit-stepped
2037,Culture & Enterainment - Performance,105.0,C&E Perfor.,kWh/m²GIA/yr,retrofit-stepped
2038,Culture & Enterainment - Performance,100.0,C&E Perfor.,kWh/m²GIA/yr,retrofit-stepped
2039,Culture & Enterainment - Performance,95.0,C&E Perfor.,kWh/m²GIA/yr,retrofit-stepped
2040,Culture & Enterainment - Performance,90.0,C&E Perfor.,kWh/m²GIA/yr,retrofit-stepped
2050,Culture & Enterainment - Performance,90.0,C&E Perfor.,kWh/m²GIA/yr,retrofit-stepped
2025,Culture & Enterainment - Collection (e.g. museum),125.0,C&E Collec.,kWh/m²GIA/yr,retrofit-stepped
2026,Culture & Enterainment - Collection (e.g. museum),121.0,C&E Collec.,kWh/m²GIA/yr,retrofit-stepped
2027,Culture & Enterainment - Collection (e.g. museum),117.0,C&E Collec.,kWh/m²GIA/yr,retrofit-stepped
2028,Culture & Enterainment - Collection (e.g. museum),113.0,C&E Collec.,kWh/m²GIA/yr,retrofit-stepped
2029,Culture & Enterainment - Collection (e.g. museum),109.0,C&E Collec.,kWh/m²GIA/yr,retrofit-stepped
2030,Culture & Enterainment - Collection (e.g. museum),105.0,C&E Collec.,kWh/m²GIA/yr,retrofit-stepped
2031,Culture & Enterainment - Collection (e.g. museum),101.0,C&E Collec.,kWh/m²GIA/yr,retrofit-stepped
2032,Culture & Enterainment - Collection (e.g. museum),97.0,C&E Collec.,kWh/m²GIA/yr,retrofit-stepped
2033,Culture & Enterainment - Collection (e.g. museum),93.0,C&E Collec.,kWh/m²GIA/yr,retrofit-stepped
2034,Culture & Enterainment - Collection (e.g. museum),89.0,C&E Collec.,kWh/m²GIA/yr,retrofit-stepped
2035,Culture & Enterainment - Collection (e.g. museum),85.0,C&E Collec.,kWh/m²GIA/yr,retrofit-stepped
2036,Culture & Enterainment - Collection (e.g. museum),81.0,C&E Collec.,kWh/m²GIA/yr,retrofit-stepped
2037,Culture & Enterainment - Collection (e.g. museum),77.0,C&E Collec.,kWh/m²GIA/yr,retrofit-stepped
2038,Culture & Enterainment - Collection (e.g. museum),73.0,C&E Collec.,kWh/m²GIA/yr,retrofit-stepped
2039,Culture & Enterainment - Collection (e.g. museum),69.0,C&E Collec.,kWh/m²GIA/yr,retrofit-stepped
2040,Culture & Enterainment - Collection (e.g. museum),65.0,C&E Collec.,kWh/m²GIA/yr,retrofit-stepped
2050,Culture & Enterainment - Collection (e.g. museum),65.0,C&E Collec.,kWh/m²GIA/yr,retrofit-stepped
2025,Culture & Enterainment - Archive,20.0,C&E Arch.,kWh/m²GIA/yr,retrofit-stepped
2026,Culture & Enterainment - Archive,20.0,C&E Arch.,kWh/m²GIA/yr,retrofit-stepped
2027,Culture & Enterainment - Archive,19.0,C&E Arch.,kWh/m²GIA/yr,retrofit-stepped
2028,Culture & Enterainment - Archive,18.0,C&E Arch.,kWh/m²GIA/yr,retrofit-stepped
2029,Culture & Enterainment - Archive,17.0,C&E Arch.,kWh/m²GIA/yr,retrofit-stepped
2030,Culture & Enterainment - Archive,16.0,C&E Arch.,kWh/m²GIA/yr,retrofit-stepped
2031,Culture & Enterainment - Archive,15.0,C&E Arch.,kWh/m²GIA/yr,retrofit-stepped
2032,Culture & Enterainment - Archive,14.0,C&E Arch.,kWh/m²GIA/yr,retrofit-stepped
2033,Culture & Enterainment - Archive,14.0,C&E Arch.,kWh/m²GIA/yr,retrofit-stepped
2034,Culture & Enterainment - Archive,13.0,C&E Arch.,kWh/m²GIA/yr,retrofit-stepped
2035,Culture & Enterainment - Archive,12.0,C&E Arch.,kWh/m²GIA/yr,retrofit-stepped
2036,Culture & Enterainment - Archive,11.0,C&E Arch.,kWh/m²GIA/yr,retrofit-stepped
2037,Culture & Enterainment - Archive,10.0,C&E Arch.,kWh/m²GIA/yr,retrofit-stepped
2038,Culture & Enterainment - Archive,9.0,C&E Arch.,kWh/m²GIA/yr,retrofit-stepped
2039,Culture & Enterainment - Archive,8.0,C&E Arch.,kWh/m²GIA/yr,retrofit-stepped
2040,Culture & Enterainment - Archive,7.0,C&E Arch.,kWh/m²GIA/yr,retrofit-stepped
2050,Culture & Enterainment - Archive,7.0,C&E Arch.,kWh/m²GIA/yr,retrofit-stepped
2025,Healthcare - Acute Trust,293.0,Health. Acute,kWh/m²GIA/yr,retrofit-stepped
